id,name,area,area_name
7132,XF3A092,48,A区
7133,XF3A093,48,A区
7134,XF3A094,48,A区
7135,XF3A095,48,A区
7136,XF3A096,48,A区
7137,XF3A097,48,A区
7138,XF3A098,48,A区
7139,XF3A099,48,A区
7140,XF3A100,48,A区
7141,XF3A101,48,A区
7142,XF3A102,48,A区
7143,XF3A103,48,A区
7144,XF3A104,48,A区
7145,XF3A105,48,A区
7146,XF3A106,48,A区
7147,XF3A107,48,A区
7148,XF3A108,48,A区
7149,XF3A109,48,A区
7150,XF3A110,48,A区
7151,XF3A111,48,A区
7152,XF3A112,48,A区
7153,XF3A113,48,A区
7154,XF3A114,48,A区
7155,XF3A115,48,A区
7156,XF3A116,48,A区
7157,XF3A117,48,A区
7158,XF3A118,48,A区
7159,XF3A119,48,A区
7160,XF3A120,48,A区
7161,XF3A121,48,A区
7162,XF3A122,48,A区
7163,XF3A123,48,A区
7164,XF3A124,48,A区
7165,XF3A125,48,A区
7166,XF3A126,48,A区
7167,XF3A127,48,A区
7168,XF3A128,48,A区
7169,XF3A129,48,A区
7170,XF3A130,48,A区
7171,XF3A131,48,A区
7172,XF3A132,48,A区
7173,XF3A133,48,A区
7174,XF3A134,48,A区
7175,XF3A135,48,A区
7176,XF3A136,48,A区
7177,XF3A137,48,A区
7178,XF3A138,48,A区
7179,XF3A139,48,A区
7180,XF3A140,48,A区
7181,XF3A141,48,A区
7182,XF3A142,48,A区
7183,XF3A143,48,A区
7184,XF3A144,48,A区
7185,XF3A145,48,A区
7186,XF3A146,48,A区
7187,XF3A147,48,A区
7188,XF3A148,48,A区
7189,XF3A149,48,A区
7190,XF3A150,48,A区
7191,XF3A151,48,A区
7192,XF3A152,48,A区
7193,XF3A153,48,A区
7194,XF3A154,48,A区
7195,XF3A155,48,A区
7196,XF3A156,48,A区
7197,XF3A157,48,A区
7198,XF3A158,48,A区
7199,XF3A159,48,A区
7200,XF3A160,48,A区
7201,XF3A161,48,A区
7202,XF3A162,48,A区
7203,XF3A163,48,A区
7204,XF3A164,48,A区
7205,XF3A165,48,A区
7206,XF3A166,48,A区
7207,XF3A167,48,A区
7208,XF3A168,48,A区
7553,XF4A001,54,A区
7554,XF4A002,54,A区
7555,XF4A003,54,A区
7556,XF4A004,54,A区
7557,XF4A005,54,A区
7558,XF4A006,54,A区
7559,XF4A007,54,A区
7560,XF4A008,54,A区
7561,XF4A009,54,A区
7562,XF4A010,54,A区
7563,XF4A011,54,A区
7564,XF4A012,54,A区
7565,XF4A013,54,A区
7566,XF4A014,54,A区
7567,XF4A015,54,A区
7568,XF4A016,54,A区
7569,XF4A017,54,A区
7570,XF4A018,54,A区
7571,XF4A019,54,A区
7572,XF4A020,54,A区
7573,XF4A021,54,A区
7574,XF4A022,54,A区
7575,XF4A023,54,A区
7576,XF4A024,54,A区
7577,XF4A025,54,A区
7578,XF4A026,54,A区
7579,XF4A027,54,A区
7580,XF4A028,54,A区
7581,XF4A029,54,A区
7582,XF4A030,54,A区
7583,XF4A031,54,A区
7584,XF4A032,54,A区
7585,XF4A033,54,A区
7586,XF4A034,54,A区
7587,XF4A035,54,A区
7588,XF4A036,54,A区
7589,XF4A037,54,A区
7590,XF4A038,54,A区
7591,XF4A039,54,A区
7592,XF4A040,54,A区
7593,XF4A041,54,A区
7594,XF4A042,54,A区
7595,XF4A043,54,A区
7596,XF4A044,54,A区
7597,XF4A045,54,A区
7598,XF4A046,54,A区
7599,XF4A047,54,A区
7600,XF4A048,54,A区
7601,XF4A049,54,A区
7602,XF4A050,54,A区
7603,XF4A051,54,A区
7604,XF4A052,54,A区
7605,XF4A053,54,A区
7606,XF4A054,54,A区
7607,XF4A055,54,A区
7608,XF4A056,54,A区
7609,XF4A057,54,A区
7610,XF4A058,54,A区
7611,XF4A059,54,A区
7612,XF4A060,54,A区
7613,XF4A061,54,A区
7614,XF4A062,54,A区
7615,XF4A063,54,A区
7616,XF4A064,54,A区
7617,XF4A065,54,A区
7618,XF4A066,54,A区
7619,XF4A067,54,A区
7620,XF4A068,54,A区
7621,XF4A069,54,A区
7622,XF4A070,54,A区
7623,XF4A071,54,A区
7624,XF4A072,54,A区
7625,XF4A073,54,A区
7626,XF4A074,54,A区
7627,XF4A075,54,A区
7628,XF4A076,54,A区
7629,XF4A077,54,A区
7630,XF4A078,54,A区
7631,XF4A079,54,A区
7632,XF4A080,54,A区
7633,XF4A081,54,A区
7634,XF4A082,54,A区
7635,XF4A083,54,A区
7636,XF4A084,54,A区
7637,XF4A085,54,A区
7638,XF4A086,54,A区
7639,XF4A087,54,A区
7640,XF4A088,54,A区
7641,XF4A089,54,A区
7642,XF4A090,54,A区
7643,XF4A091,54,A区
7644,XF4A092,54,A区
7645,XF4A093,54,A区
7646,XF4A094,54,A区
7647,XF4A095,54,A区
7648,XF4A096,54,A区
7649,XF4A097,54,A区
7650,XF4A098,54,A区
7651,XF4A099,54,A区
7652,XF4A100,54,A区
7653,XF4A101,54,A区
7654,XF4A102,54,A区
7655,XF4A103,54,A区
7656,XF4A104,54,A区
7657,XF4A105,54,A区
7658,XF4A106,54,A区
7659,XF4A107,54,A区
7660,XF4A108,54,A区
7661,XF4A109,54,A区
7662,XF4A110,54,A区
7663,XF4A111,54,A区
7664,XF4A112,54,A区
7665,XF4A113,54,A区
7666,XF4A114,54,A区
7667,XF4A115,54,A区
7668,XF4A116,54,A区
7669,XF4A117,54,A区
7670,XF4A118,54,A区
7671,XF4A119,54,A区
7672,XF4A120,54,A区
7673,XF4A121,54,A区
7674,XF4A122,54,A区
7675,XF4A123,54,A区
7676,XF4A124,54,A区
7677,XF4A125,54,A区
7678,XF4A126,54,A区
7679,XF4A127,54,A区
7680,XF4A128,54,A区
7681,XF4A129,54,A区
7682,XF4A130,54,A区
7683,XF4A131,54,A区
7684,XF4A132,54,A区
7685,XF4A133,54,A区
7686,XF4A134,54,A区
7687,XF4A135,54,A区
7688,XF4A136,54,A区
7689,XF4A137,54,A区
7690,XF4A138,54,A区
7691,XF4A139,54,A区
7692,XF4A140,54,A区
7693,XF4A141,54,A区
7694,XF4A142,54,A区
7695,XF4A143,54,A区
7696,XF4A144,54,A区
7697,XF4A145,54,A区
7698,XF4A146,54,A区
7699,XF4A147,54,A区
7700,XF4A148,54,A区
7701,XF4A149,54,A区
7702,XF4A150,54,A区
7703,XF4A151,54,A区
7704,XF4A152,54,A区
7705,XF4A153,54,A区
7706,XF4A154,54,A区
7707,XF4A155,54,A区
7708,XF4A156,54,A区
7709,XF4A157,54,A区
7710,XF4A158,54,A区
7711,XF4A159,54,A区
7712,XF4A160,54,A区
7713,XF4A161,54,A区
7714,XF4A162,54,A区
7715,XF4A163,54,A区
7716,XF4A164,54,A区
7717,XF4A165,54,A区
7718,XF4A166,54,A区
7719,XF4A167,54,A区
7720,XF4A168,54,A区
9166,XF5A001,59,A区
9167,XF5A002,59,A区
9168,XF5A003,59,A区
9169,XF5A004,59,A区
9170,XF5A005,59,A区
9171,XF5A006,59,A区
9172,XF5A007,59,A区
9173,XF5A008,59,A区
9174,XF5A009,59,A区
9175,XF5A010,59,A区
9176,XF5A011,59,A区
9177,XF5A012,59,A区
9178,XF5A013,59,A区
9179,XF5A014,59,A区
9180,XF5A015,59,A区
9181,XF5A016,59,A区
9182,XF5A017,59,A区
9183,XF5A018,59,A区
9184,XF5A019,59,A区
9185,XF5A020,59,A区
9186,XF5A021,59,A区
9187,XF5A022,59,A区
9188,XF5A023,59,A区
9189,XF5A024,59,A区
9190,XF5A025,59,A区
9191,XF5A026,59,A区
9192,XF5A027,59,A区
9193,XF5A028,59,A区
9194,XF5A029,59,A区
9195,XF5A030,59,A区
9196,XF5A031,59,A区
9197,XF5A032,59,A区
9198,XF5A033,59,A区
9199,XF5A034,59,A区
9200,XF5A035,59,A区
9201,XF5A036,59,A区
9202,XF5A037,59,A区
9203,XF5A038,59,A区
9204,XF5A039,59,A区
9205,XF5A040,59,A区
9206,XF5A041,59,A区
9207,XF5A042,59,A区
9208,XF5A043,59,A区
9209,XF5A044,59,A区
9210,XF5A045,59,A区
9211,XF5A046,59,A区
9212,XF5A047,59,A区
9213,XF5A048,59,A区
9214,XF5A049,59,A区
9215,XF5A050,59,A区
9216,XF5A051,59,A区
9217,XF5A052,59,A区
9218,XF5A053,59,A区
9219,XF5A054,59,A区
9220,XF5A055,59,A区
9221,XF5A056,59,A区
9222,XF5A057,59,A区
9223,XF5A058,59,A区
9224,XF5A059,59,A区
9225,XF5A060,59,A区
9226,XF5A061,59,A区
9227,XF5A062,59,A区
9228,XF5A063,59,A区
9229,XF5A064,59,A区
9230,XF5A065,59,A区
9231,XF5A066,59,A区
9232,XF5A067,59,A区
9233,XF5A068,59,A区
9234,XF5A069,59,A区
9235,XF5A070,59,A区
9236,XF5A071,59,A区
9237,XF5A072,59,A区
9238,XF5A073,59,A区
9239,XF5A074,59,A区
9240,XF5A075,59,A区
9241,XF5A076,59,A区
9242,XF5A077,59,A区
9243,XF5A078,59,A区
9244,XF5A079,59,A区
9245,XF5A080,59,A区
9246,XF5A081,59,A区
9247,XF5A082,59,A区
9248,XF5A083,59,A区
9249,XF5A084,59,A区
9250,XF5A085,59,A区
9251,XF5A086,59,A区
9252,XF5A087,59,A区
9253,XF5A088,59,A区
9254,XF5A089,59,A区
9255,XF5A090,59,A区
9256,XF5A091,59,A区
9257,XF5A092,59,A区
9258,XF5A093,59,A区
9259,XF5A094,59,A区
9260,XF5A095,59,A区
9261,XF5A096,59,A区
9262,XF5A097,59,A区
9263,XF5A098,59,A区
9264,XF5A099,59,A区
9265,XF5A100,59,A区
9266,XF5A101,59,A区
9267,XF5A102,59,A区
9268,XF5A103,59,A区
9269,XF5A104,59,A区
9270,XF5A105,59,A区
9271,XF5A106,59,A区
9272,XF5A107,59,A区
9273,XF5A108,59,A区
9274,XF5A109,59,A区
9275,XF5A110,59,A区
9276,XF5A111,59,A区
9277,XF5A112,59,A区
9278,XF5A113,59,A区
9279,XF5A114,59,A区
9280,XF5A115,59,A区
9281,XF5A116,59,A区
9282,XF5A117,59,A区
9283,XF5A118,59,A区
9284,XF5A119,59,A区
9285,XF5A120,59,A区
9286,XF5A121,59,A区
9287,XF5A122,59,A区
9288,XF5A123,59,A区
9289,XF5A124,59,A区
9290,XF5A125,59,A区
9291,XF5A126,59,A区
9292,XF5A127,59,A区
9293,XF5A128,59,A区
9294,XF5A129,59,A区
9295,XF5A130,59,A区
9296,XF5A131,59,A区
9297,XF5A132,59,A区
9298,XF5A133,59,A区
9299,XF5A134,59,A区
9300,XF5A135,59,A区
9301,XF5A136,59,A区
9302,XF5A137,59,A区
9303,XF5A138,59,A区
9304,XF5A139,59,A区
9305,XF5A140,59,A区
9306,XF5A141,59,A区
9307,XF5A142,59,A区
9308,XF5A143,59,A区
9309,XF5A144,59,A区
9310,XF5A145,59,A区
9311,XF5A146,59,A区
9312,XF5A147,59,A区
9313,XF5A148,59,A区
9314,XF5A149,59,A区
9315,XF5A150,59,A区
9316,XF5A151,59,A区
9317,XF5A152,59,A区
9318,XF5A153,59,A区
9319,XF5A154,59,A区
9320,XF5A155,59,A区
9321,XF5A156,59,A区
9322,XF5A157,59,A区
9323,XF5A158,59,A区
9324,XF5A159,59,A区
9325,XF5A160,59,A区
9326,XF5A161,59,A区
9327,XF5A162,59,A区
9328,XF5A163,59,A区
9329,XF5A164,59,A区
9330,XF5A165,59,A区
9331,XF5A166,59,A区
9332,XF5A167,59,A区
9333,XF5A168,59,A区
9334,XF5A169,59,A区
9335,XF5A170,59,A区
9336,XF5A171,59,A区
9337,XF5A172,59,A区
9338,XF5A173,59,A区
9339,XF5A174,59,A区
9340,XF5A175,59,A区
9341,XF5A176,59,A区
9342,XF5A177,59,A区
9343,XF5A178,59,A区
9344,XF5A179,59,A区
9345,XF5A180,59,A区
12146,XF5A181,59,A区
12147,XF5A182,59,A区
12148,XF5A183,59,A区
12149,XF5A184,59,A区
12150,XF5A185,59,A区
12151,XF5A186,59,A区
12152,XF5A187,59,A区
12153,XF5A188,59,A区
12154,XF5A189,59,A区
12155,XF5A190,59,A区
12156,XF5A191,59,A区
12157,XF5A192,59,A区
12158,XF5A193,59,A区
12159,XF5A194,59,A区
12160,XF5A195,59,A区
12161,XF5A196,59,A区
12162,XF5A197,59,A区
12163,XF5A198,59,A区
12164,XF5A199,59,A区
12165,XF5A200,59,A区
12166,XF5A201,59,A区
12167,XF5A202,59,A区
12168,XF5A203,59,A区
12169,XF5A204,59,A区
12170,XF5A205,59,A区
12171,XF5A206,59,A区
12172,XF5A207,59,A区
12173,XF5A208,59,A区
12174,XF5A209,59,A区
12175,XF5A210,59,A区
12176,XF5A211,59,A区
12177,XF5A212,59,A区
12178,XF5A213,59,A区
12179,XF5A214,59,A区
12180,XF5A215,59,A区
12181,XF5A216,59,A区
12182,XF5A217,59,A区
12183,XF5A218,59,A区
12184,XF5A219,59,A区
12185,XF5A220,59,A区
12186,XF5A221,59,A区
12187,XF5A222,59,A区
12188,XF5A223,59,A区
12189,XF5A224,59,A区
12190,XF5A225,59,A区
12191,XF5A226,59,A区
12192,XF5A227,59,A区
12193,XF5A228,59,A区
12194,XF5A229,59,A区
12195,XF5A230,59,A区
9356,XF6A001,65,A区
9357,XF6A002,65,A区
9358,XF6A003,65,A区
9359,XF6A004,65,A区
9360,XF6A005,65,A区
9361,XF6A006,65,A区
9362,XF6A007,65,A区
9363,XF6A008,65,A区
9364,XF6A009,65,A区
9365,XF6A010,65,A区
9366,XF6A011,65,A区
9367,XF6A012,65,A区
9368,XF6A013,65,A区
9369,XF6A014,65,A区
9370,XF6A015,65,A区
9371,XF6A016,65,A区
9372,XF6A017,65,A区
9373,XF6A018,65,A区
9374,XF6A019,65,A区
9375,XF6A020,65,A区
9376,XF6A021,65,A区
9377,XF6A022,65,A区
9378,XF6A023,65,A区
9379,XF6A024,65,A区
9380,XF6A025,65,A区
9381,XF6A026,65,A区
9382,XF6A027,65,A区
9383,XF6A028,65,A区
9384,XF6A029,65,A区
9385,XF6A030,65,A区
9386,XF6A031,65,A区
9387,XF6A032,65,A区
9388,XF6A033,65,A区
9389,XF6A034,65,A区
9390,XF6A035,65,A区
9391,XF6A036,65,A区
9392,XF6A037,65,A区
9393,XF6A038,65,A区
9394,XF6A039,65,A区
9395,XF6A040,65,A区
9396,XF6A041,65,A区
9397,XF6A042,65,A区
9398,XF6A043,65,A区
9399,XF6A044,65,A区
9400,XF6A045,65,A区
9401,XF6A046,65,A区
9402,XF6A047,65,A区
9403,XF6A048,65,A区
9404,XF6A049,65,A区
9405,XF6A050,65,A区
9406,XF6A051,65,A区
9407,XF6A052,65,A区
9408,XF6A053,65,A区
9409,XF6A054,65,A区
9410,XF6A055,65,A区
9411,XF6A056,65,A区
9412,XF6A057,65,A区
9413,XF6A058,65,A区
9414,XF6A059,65,A区
9415,XF6A060,65,A区
9416,XF6A061,65,A区
9417,XF6A062,65,A区
9418,XF6A063,65,A区
9419,XF6A064,65,A区
9420,XF6A065,65,A区
9421,XF6A066,65,A区
9422,XF6A067,65,A区
9423,XF6A068,65,A区
9424,XF6A069,65,A区
9425,XF6A070,65,A区
9426,XF6A071,65,A区
9427,XF6A072,65,A区
9428,XF6A073,65,A区
9429,XF6A074,65,A区
9430,XF6A075,65,A区
9431,XF6A076,65,A区
9432,XF6A077,65,A区
9433,XF6A078,65,A区
9434,XF6A079,65,A区
9435,XF6A080,65,A区
9436,XF6A081,65,A区
9437,XF6A082,65,A区
9438,XF6A083,65,A区
9439,XF6A084,65,A区
9440,XF6A085,65,A区
9441,XF6A086,65,A区
9442,XF6A087,65,A区
9443,XF6A088,65,A区
9444,XF6A089,65,A区
9445,XF6A090,65,A区
9446,XF6A091,65,A区
9447,XF6A092,65,A区
9448,XF6A093,65,A区
9449,XF6A094,65,A区
9450,XF6A095,65,A区
9451,XF6A096,65,A区
9452,XF6A097,65,A区
9453,XF6A098,65,A区
9454,XF6A099,65,A区
9455,XF6A100,65,A区
9456,XF6A101,65,A区
9457,XF6A102,65,A区
9458,XF6A103,65,A区
9459,XF6A104,65,A区
9460,XF6A105,65,A区
9461,XF6A106,65,A区
9462,XF6A107,65,A区
9463,XF6A108,65,A区
9464,XF6A109,65,A区
9465,XF6A110,65,A区
9466,XF6A111,65,A区
9467,XF6A112,65,A区
9468,XF6A113,65,A区
9469,XF6A114,65,A区
9470,XF6A115,65,A区
9471,XF6A116,65,A区
9472,XF6A117,65,A区
9473,XF6A118,65,A区
9474,XF6A119,65,A区
9475,XF6A120,65,A区
9476,XF6A121,65,A区
9477,XF6A122,65,A区
9478,XF6A123,65,A区
9479,XF6A124,65,A区
9480,XF6A125,65,A区
9481,XF6A126,65,A区
9482,XF6A127,65,A区
9483,XF6A128,65,A区
9484,XF6A129,65,A区
9485,XF6A130,65,A区
9486,XF6A131,65,A区
9487,XF6A132,65,A区
9488,XF6A133,65,A区
9489,XF6A134,65,A区
9490,XF6A135,65,A区
9491,XF6A136,65,A区
9492,XF6A137,65,A区
9493,XF6A138,65,A区
9494,XF6A139,65,A区
9495,XF6A140,65,A区
9496,XF6A141,65,A区
9497,XF6A142,65,A区
9498,XF6A143,65,A区
9499,XF6A144,65,A区
9500,XF6A145,65,A区
9501,XF6A146,65,A区
9502,XF6A147,65,A区
9503,XF6A148,65,A区
9504,XF6A149,65,A区
9505,XF6A150,65,A区
9506,XF6A151,65,A区
9507,XF6A152,65,A区
9508,XF6A153,65,A区
9509,XF6A154,65,A区
9510,XF6A155,65,A区
9511,XF6A156,65,A区
9512,XF6A157,65,A区
9513,XF6A158,65,A区
9514,XF6A159,65,A区
9515,XF6A160,65,A区
9516,XF6A161,65,A区
9517,XF6A162,65,A区
9518,XF6A163,65,A区
9519,XF6A164,65,A区
9520,XF6A165,65,A区
9521,XF6A166,65,A区
9522,XF6A167,65,A区
9523,XF6A168,65,A区
8774,XF7A001,70,A区
8775,XF7A002,70,A区
8776,XF7A003,70,A区
8777,XF7A004,70,A区
8778,XF7A005,70,A区
8779,XF7A006,70,A区
8780,XF7A007,70,A区
8781,XF7A008,70,A区
8782,XF7A009,70,A区
8783,XF7A010,70,A区
8784,XF7A011,70,A区
8785,XF7A012,70,A区
8786,XF7A013,70,A区
8787,XF7A014,70,A区
8788,XF7A015,70,A区
8789,XF7A016,70,A区
8790,XF7A017,70,A区
8791,XF7A018,70,A区
8792,XF7A019,70,A区
8793,XF7A020,70,A区
8794,XF7A021,70,A区
8795,XF7A022,70,A区
8796,XF7A023,70,A区
8797,XF7A024,70,A区
8798,XF7A025,70,A区
8799,XF7A026,70,A区
8800,XF7A027,70,A区
8801,XF7A028,70,A区
8802,XF7A029,70,A区
8803,XF7A030,70,A区
8804,XF7A031,70,A区
8805,XF7A032,70,A区
8806,XF7A033,70,A区
8807,XF7A034,70,A区
8808,XF7A035,70,A区
8809,XF7A036,70,A区
8810,XF7A037,70,A区
8811,XF7A038,70,A区
8812,XF7A039,70,A区
8813,XF7A040,70,A区
8814,XF7A041,70,A区
8815,XF7A042,70,A区
8816,XF7A043,70,A区
8817,XF7A044,70,A区
8818,XF7A045,70,A区
8819,XF7A046,70,A区
8820,XF7A047,70,A区
8821,XF7A048,70,A区
8822,XF7A049,70,A区
8823,XF7A050,70,A区
8824,XF7A051,70,A区
8825,XF7A052,70,A区
8826,XF7A053,70,A区
8827,XF7A054,70,A区
8828,XF7A055,70,A区
8829,XF7A056,70,A区
8830,XF7A057,70,A区
8831,XF7A058,70,A区
8832,XF7A059,70,A区
8833,XF7A060,70,A区
8834,XF7A061,70,A区
8835,XF7A062,70,A区
8836,XF7A063,70,A区
8837,XF7A064,70,A区
8838,XF7A065,70,A区
8839,XF7A066,70,A区
8840,XF7A067,70,A区
8841,XF7A068,70,A区
8842,XF7A069,70,A区
8843,XF7A070,70,A区
8844,XF7A071,70,A区
8845,XF7A072,70,A区
8846,XF7A073,70,A区
8847,XF7A074,70,A区
8848,XF7A075,70,A区
8849,XF7A076,70,A区
8850,XF7A077,70,A区
8851,XF7A078,70,A区
8852,XF7A079,70,A区
8853,XF7A080,70,A区
8854,XF7A081,70,A区
8855,XF7A082,70,A区
8856,XF7A083,70,A区
8857,XF7A084,70,A区
8858,XF7A085,70,A区
8859,XF7A086,70,A区
8860,XF7A087,70,A区
8861,XF7A088,70,A区
8862,XF7A089,70,A区
8863,XF7A090,70,A区
8864,XF7A091,70,A区
8865,XF7A092,70,A区
8866,XF7A093,70,A区
8867,XF7A094,70,A区
8868,XF7A095,70,A区
8869,XF7A096,70,A区
8870,XF7A097,70,A区
8871,XF7A098,70,A区
8872,XF7A099,70,A区
8873,XF7A100,70,A区
8874,XF7A101,70,A区
8875,XF7A102,70,A区
8876,XF7A103,70,A区
8877,XF7A104,70,A区
8878,XF7A105,70,A区
8879,XF7A106,70,A区
8880,XF7A107,70,A区
8881,XF7A108,70,A区
8882,XF7A109,70,A区
8883,XF7A110,70,A区
8884,XF7A111,70,A区
8885,XF7A112,70,A区
8886,XF7A113,70,A区
8887,XF7A114,70,A区
8888,XF7A115,70,A区
8889,XF7A116,70,A区
8890,XF7A117,70,A区
8891,XF7A118,70,A区
8892,XF7A119,70,A区
8893,XF7A120,70,A区
6519,XF2B001,41,B区
6520,XF2B002,41,B区
6521,XF2B003,41,B区
6522,XF2B004,41,B区
6523,XF2B005,41,B区
6524,XF2B006,41,B区
6525,XF2B007,41,B区
6526,XF2B008,41,B区
6527,XF2B009,41,B区
6528,XF2B010,41,B区
6529,XF2B011,41,B区
6530,XF2B012,41,B区
6531,XF2B013,41,B区
6532,XF2B014,41,B区
6533,XF2B015,41,B区
6534,XF2B016,41,B区
6535,XF2B017,41,B区
6536,XF2B018,41,B区
6537,XF2B019,41,B区
6538,XF2B020,41,B区
6539,XF2B021,41,B区
6540,XF2B022,41,B区
6541,XF2B023,41,B区
6542,XF2B024,41,B区
